quantity,unit_price,discount,delivery_days,customer_rating,revenue,order_date_year,order_date_month,order_date_day,product_category_Clothing,product_category_Electronics,product_category_Home,region_North,region_South,region_West,payment_method_Card,payment_method_Wallet
1.4628281653915773,0.3854306591199505,0.9864124981926082,1.2309746092667273,1.4910247160068797,1.0619420331322316,2022,1,1,False,False,False,False,True,False,False,True
1.4628281653915773,-1.5402683322462885,-0.8874714269453252,-0.037679012568506524,0.7999436318911078,-0.8768743071738115,2022,1,2,True,False,False,False,True,False,True,False
-0.5171774726587443,0.01690607843352682,1.282288907424913,-0.037679012568506524,-0.40944826531149214,-0.4591159259508801,2022,1,3,False,False,False,False,False,False,False,False
0.4728253463664166,1.2765782823222342,-1.5778497151540374,-0.037679012568506524,-1.186914484941735,1.905071145213898,2022,1,4,False,True,False,False,False,True,False,True
0.4728253463664166,-0.9959013349937599,1.479539846913117,-0.6720058234861235,1.6637949870358226,-0.6749505940924793,2022,1,5,True,False,False,False,False,True,False,True
-1.0121788821713247,-0.259856649790813,0.1974087402397941,-0.989169228944932,0.2816328188042792,-0.7307663060995166,2022,1,6,False,True,False,False,False,True,True,False
0.967826755878997,1.5136937452522676,0.49328514947209934,-1.6234960398625489,-1.014144213912792,1.952402770771999,2022,1,7,True,False,False,False,True,False,True,False
0.967826755878997,-0.2523526219333214,-0.4929695479689182,-1.3063326344037405,0.6271733608621652,0.45272078058555576,2022,1,8,False,False,False,True,False,False,True,False
0.967826755878997,-0.49496316038104543,0.8877870284485064,-1.3063326344037405,-1.359684755970678,-0.042131057674812476,2022,1,9,True,False,False,False,True,False,True,False
-0.0221760631461638,-0.21099183846683167,-1.1833478361776304,1.2309746092667273,1.3182544449779365,0.008724349085669091,2022,1,10,True,False,False,False,False,True,True,False
0.967826755878997,0.061812071911430115,-1.5778497151540374,0.27948439289030197,-1.359684755970678,1.0518863648230006,2022,1,11,True,False,False,False,False,True,False,False
-0.5171774726587443,0.45078069699700435,-0.3943440782248163,1.548138014725536,-0.9277590783983208,-0.03159654801752307,2022,1,12,False,True,False,False,False,True,False,False
1.4628281653915773,1.03396774387451,1.1836634376808113,-0.037679012568506524,-1.359684755970678,1.658050399532071,2022,1,13,False,False,False,False,True,False,False,False
1.4628281653915773,-0.1709900521713835,0.7891615587044045,0.5966477983491104,-1.359684755970678,0.5272481391167297,2022,1,14,True,False,False,False,False,True,False,False
-0.0221760631461638,1.0919910143946427,0.00015780075159044688,0.9138112038079189,0.10886254777533654,0.7360720788034194,2022,1,15,True,False,False,False,False,False,True,False
-1.0121788821713247,0.11114957790360017,0.1974087402397941,-0.354842418027315,0.6271733608621652,-0.6074094080496476,2022,1,16,True,False,False,False,False,True,False,True
-0.5171774726587443,-0.5637402346024656,-1.281973305921732,1.548138014725536,1.0590990384345225,-0.5048759696486865,2022,1,17,True,False,False,True,False,False,False,True
1.4628281653915773,0.5405335971192871,1.0850379679367095,-0.989169228944932,0.7135584963766364,1.1900013987797016,2022,1,18,False,True,False,False,False,False,False,False
-0.5171774726587443,0.7471602539511654,0.9864124981926082,-0.6720058234861235,-0.40944826531149214,-0.09695225303588192,2022,1,19,False,False,True,False,False,True,False,True
1.4628281653915773,0.19523014200762123,0.49328514947209934,1.548138014725536,0.19524768328980804,1.0094782105616045,2022,1,20,False,True,False,False,False,False,True,False
-1.507180291683905,-1.5380230325723934,-0.19709313873661294,0.5966477983491104,1.4910247160068797,-1.2006201703945687,2022,1,21,False,False,True,False,False,True,False,False
-1.0121788821713247,-1.146513673645306,1.5781653166572187,-0.989169228944932,-0.3230631297970206,-1.0648747872115933,2022,1,22,False,False,True,True,False,False,True,False
-1.0121788821713247,-0.7475593736942506,1.282288907424913,-1.3063326344037405,-0.8413739428838494,-0.9420458424429173,2022,1,23,False,False,True,False,False,True,True,False
-1.507180291683905,-0.7567769197239256,0.49328514947209934,0.27948439289030197,0.10886254777533654,-1.079755702951261,2022,1,24,True,False,False,False,False,False,True,False
-0.0221760631461638,0.594007181458106,-0.4929695479689182,-0.6720058234861235,-0.6686036718549063,0.4970934121723208,2022,1,25,True,False,False,True,False,False,False,False
1.4628281653915773,-1.6703184528316368,0.3946596797279975,0.5966477983491104,-0.8413739428838494,-1.0777543916760417,2022,1,26,False,True,False,False,True,False,True,False
1.4628281653915773,0.8783330243734613,0.1974087402397941,-1.6234960398625489,0.9727139029200506,1.8924125444485538,2022,1,27,False,False,True,True,False,False,False,False
1.4628281653915773,-0.8165137084162415,-0.3943440782248163,0.5966477983491104,1.4046395804924077,0.007975392105372129,2022,1,28,False,True,False,True,False,False,True,False
0.967826755878997,-0.6621198124191875,-0.6902204874571217,-0.354842418027315,0.022477412260865026,0.03717243635366397,2022,1,29,True,False,False,True,False,False,False,True
0.967826755878997,0.09106005450559065,-0.3943440782248163,-1.3063326344037405,0.9727139029200506,0.8013541159220772,2022,1,30,False,True,False,False,False,False,False,False
0.967826755878997,-0.9873337441328441,0.1974087402397941,-1.6234960398625489,-1.1005293494272637,-0.41738306077007936,2022,1,31,False,True,False,True,False,False,True,False
0.967826755878997,1.3235523149734616,-0.2957186084807148,-0.037679012568506524,0.19524768328980804,2.08364213408991,2022,2,1,True,False,False,False,False,True,True,False
0.967826755878997,-1.438638978585771,-0.8874714269453252,0.9138112038079189,0.4544030898332222,-0.8149073255417135,2022,2,2,False,True,False,True,False,False,False,True
-1.507180291683905,-0.19769730092403137,0.8877870284485064,0.9138112038079189,0.022477412260865026,-1.003804098359195,2022,2,3,False,False,True,True,False,False,True,False
-1.0121788821713247,1.202365219416647,0.09878327049569227,0.9138112038079189,-1.2732996204562066,-0.23204690310482884,2022,2,4,False,True,False,False,False,True,False,False
-0.0221760631461638,0.39500272615076676,-1.5778497151540374,1.548138014725536,0.7999436318911078,0.5559172300838288,2022,2,5,False,True,False,False,False,True,False,False
-0.5171774726587443,-0.723274685116069,-0.4929695479689182,-0.6720058234861235,1.2318693094634654,-0.6541639683934221,2022,2,6,True,False,False,False,True,False,True,False
0.967826755878997,-0.27935530485358684,1.282288907424913,-0.037679012568506524,0.4544030898332222,0.07714954992491636,2022,2,7,False,True,False,True,False,False,True,False
-1.507180291683905,0.7090492463284712,0.7891615587044045,1.2309746092667273,-1.1005293494272637,-0.860998874788176,2022,2,8,False,True,False,False,False,False,False,False
1.4628281653915773,1.6304493282948158,-0.6902204874571217,-0.037679012568506524,-1.4460698914851493,2.749223934151831,2022,2,9,False,False,True,True,False,False,True,False
-0.0221760631461638,1.3535093395699052,1.479539846913117,-0.354842418027315,-0.6686036718549063,0.5183588792194366,2022,2,10,False,True,False,True,False,False,True,False
-0.0221760631461638,-0.550091176058524,-1.4792242454099356,-1.3063326344037405,-1.6188401625140922,-0.2244959433854429,2022,2,11,False,False,True,False,False,True,True,False
-0.0221760631461638,1.7166570184056853,1.5781653166572187,0.27948439289030197,1.2318693094634654,0.6911837719187454,2022,2,12,False,True,False,False,True,False,True,False
-1.507180291683905,-1.7216058243300842,-0.8874714269453252,-1.6234960398625489,0.7135584963766364,-1.2311923487706187,2022,2,13,False,True,False,True,False,False,True,False
-0.5171774726587443,-1.6382343022283457,-1.7751006546422408,-0.037679012568506524,0.2816328188042792,-1.13547319109203,2022,2,14,False,False,True,False,False,False,False,True
0.967826755878997,1.1139713164654057,-0.2957186084807148,-0.354842418027315,1.4046395804924077,1.8615334164904147,2022,2,15,False,True,False,True,False,False,False,False
-0.0221760631461638,-1.0442343648160293,-0.4929695479689182,-0.354842418027315,-1.359684755970678,-0.687572360907973,2022,2,16,False,True,False,False,False,False,False,False
